threadId, Average Number of Tries, Minimum Number of Tries, Maximum Number of Tries, Average Wait Time (s), Minimum Wait Time (s), Maximum Wait Time (s), Number of Threads=1
10, 1.430160, 1, 10, 0.000011, 0.000001, 0.272246
11, 1.410350, 1, 8, 0.000013, 0.000002, 0.283138
12, 1.410610, 1, 8, 0.000009, 0.000002, 0.006807
13, 1.449300, 1, 10, 0.000014, 0.000003, 0.100513
14, 1.418460, 1, 9, 0.000015, 0.000002, 0.284186
15, 1.361360, 1, 8, 0.000015, 0.000000, 0.284170
16, 1.426060, 1, 10, 0.000018, 0.000001, 0.283118
17, 1.406460, 1, 10, 0.000009, 0.000001, 0.074585
18, 1.459000, 1, 10, 0.000010, 0.000002, 0.133345
19, 1.470870, 1, 11, 0.000018, 0.000002, 0.223657
20, 1.360370, 1, 10, 0.000019, 0.000000, 0.281947
21, 1.468920, 1, 9, 0.000015, 0.000001, 0.283122
threadId, Average Number of Tries, Minimum Number of Tries, Maximum Number of Tries, Average Wait Time (s), Minimum Wait Time (s), Maximum Wait Time (s), Number of Threads=23
0, 1.433360, 1, 9, 0.000009, 0.000000, 0.003783
1, 1.396980, 1, 10, 0.000012, 0.000001, 0.189493
2, 1.460800, 1, 8, 0.000011, 0.000001, 0.095734
3, 1.490700, 1, 8, 0.000011, 0.000002, 0.191675
4, 1.467530, 1, 9, 0.000017, 0.000000, 0.292875
5, 1.433170, 1, 8, 0.000013, 0.000002, 0.287279
6, 1.392600, 1, 10, 0.000014, 0.000001, 0.233194
7, 1.484690, 1, 9, 0.000012, 0.000002, 0.238929
8, 1.439810, 1, 9, 0.000013, 0.000002, 0.264483
9, 1.469430, 1, 10, 0.000014, 0.000002, 0.287071
10, 1.438100, 1, 9, 0.000014, 0.000002, 0.287294
11, 1.434630, 1, 9, 0.000018, 0.000001, 0.285334
12, 1.464150, 1, 9, 0.000014, 0.000000, 0.345612
13, 1.487320, 1, 9, 0.000010, 0.000002, 0.143761
14, 1.444690, 1, 8, 0.000016, 0.000002, 0.191549
